x,y,h_max,h_media,area_m2,bloque,OBJECTID_12,grupo,zona
559043.5,4665457.5,21.99,15.82,49,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
557170.5,4665891.5,28.03,23.23,119,PNOA-2024-GAL-557-4666-H29-NPC01,85257,eucalipto,111_933
559195.5,4665197.5,11.86,8.83,70,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
558627.5,4664021.5,11.49,7.72,75,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
552321.5,4677020.5,25.82,23.41,30,PNOA-2024-GAL-552-4678-H29-NPC01,86564,eucalipto,110_935
563512.5,4674600.5,26.24,14.87,276,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
559771.5,4664476.5,13.79,9.18,84,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
563218.5,4674950.5,11.77,9.88,61,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
550861.5,4676692.5,25.11,23.67,47,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
549515.5,4673720.5,36.91,31.05,44,PNOA-2024-GAL-549-4674-H29-NPC01,86613,eucalipto,109_934
566146.5,4668272.5,35.9,24.31,213,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
565430.5,4672826.5,14.24,10.56,47,PNOA-2024-GAL-565-4673-H29-NPC01,86438,eucalipto,113_934
559234.5,4665440.5,32.59,28.2,103,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
565402.5,4672890.5,18.71,14.49,80,PNOA-2024-GAL-565-4673-H29-NPC01,86438,eucalipto,113_934
551210.5,4676995.5,20.12,18.9,29,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
559009.5,4665120.5,6.81,5.9,84,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
550215.5,4678270.5,16.02,12.78,75,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
556482.5,4664008.5,24.83,9.48,119,PNOA-2024-GAL-556-4665-H29-NPC01,85242,eucalipto,111_932
557235.5,4666038.5,27.08,22.68,85,PNOA-2024-GAL-557-4667-H29-NPC01,85257,eucalipto,111_933
559638.5,4671877.5,21.96,17.86,164,PNOA-2024-GAL-559-4672-H29-NPC01,86393,eucalipto,111_934
552802.5,4674511.5,37.63,32.72,103,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
550851.5,4676939.5,33.05,25.28,121,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
565162.5,4667826.5,27.57,20.62,84,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
566679.5,4668626.5,20.02,14.33,105,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
565377.5,4667595.5,15.97,11.11,182,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
548928.5,4680740.5,22.19,15.21,85,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
551333.5,4676929.5,33.74,29.48,83,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
559843.5,4664378.5,27.51,16.35,39,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
551041.5,4676824.5,24.97,20.33,64,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
548258.5,4680844.5,18.8,15.56,42,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
548791.5,4680904.5,24.95,20.66,67,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
563111.5,4674037.5,15.73,10.37,324,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
563262.5,4674505.5,17.64,10.94,65,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
548347.5,4680638.5,13.86,11.77,41,PNOA-2024-GAL-548-4681-H29-NPC01,85431,eucalipto,109_936
559917.5,4664377.5,29.16,21.39,39,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
552864.5,4674625.5,22.08,15.78,182,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
558899.5,4665211.5,12.59,7.42,214,PNOA-2024-GAL-558-4666-H29-NPC01,86703,eucalipto,111_933
566754.5,4668171.5,20.23,14.0,92,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
567255.5,4668852.5,33.91,24.99,336,PNOA-2024-GAL-567-4669-H29-NPC01,86410,eucalipto,113_933
566653.5,4668504.5,18.31,13.09,79,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
551030.5,4676404.5,32.78,31.26,67,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
559940.5,4665189.5,27.49,17.7,178,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
549291.5,4680701.5,32.95,27.47,172,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
565012.5,4672757.5,16.84,12.42,30,PNOA-2024-GAL-565-4673-H29-NPC01,86438,eucalipto,113_934
557227.5,4665916.5,28.43,22.52,118,PNOA-2024-GAL-557-4666-H29-NPC01,85257,eucalipto,111_933
552629.5,4677398.5,13.87,9.51,53,PNOA-2024-GAL-552-4678-H29-NPC01,86564,eucalipto,110_935
551952.5,4680485.5,24.53,17.89,110,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
548893.5,4680793.5,20.44,17.61,24,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
567175.5,4667769.5,18.2,16.06,42,PNOA-2024-GAL-567-4668-H29-NPC01,85250,eucalipto,113_933
558716.5,4663793.5,18.49,15.83,34,PNOA-2024-GAL-558-4664-H29-NPC01,85223,eucalipto,111_932
559913.5,4664487.5,6.85,6.4,20,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
565656.5,4667954.5,20.73,18.16,96,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
551090.5,4676319.5,30.32,23.14,65,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
559002.5,4664096.5,15.5,13.48,44,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
559756.5,4665268.5,14.48,11.54,112,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
554987.5,4665022.5,24.36,18.59,43,PNOA-2024-GAL-554-4666-H29-NPC01,85242,eucalipto,110_933
565408.5,4673005.5,16.44,12.03,126,PNOA-2024-GAL-565-4674-H29-NPC01,86438,eucalipto,113_934
559590.5,4663870.5,16.35,15.01,40,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
565788.5,4668240.5,32.82,26.95,116,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
553010.5,4675520.5,32.21,28.26,30,PNOA-2024-GAL-553-4676-H29-NPC01,86598,eucalipto,110_935
567327.5,4667769.5,22.97,19.28,101,PNOA-2024-GAL-567-4668-H29-NPC01,85250,eucalipto,113_933
558011.5,4665831.5,32.06,26.54,74,PNOA-2024-GAL-558-4666-H29-NPC01,85257,eucalipto,111_933
559618.5,4664048.5,14.84,13.26,32,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
559404.5,4665315.5,11.56,8.79,43,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
558570.5,4664282.5,6.36,5.97,8,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
558679.5,4666003.5,23.8,21.35,73,PNOA-2024-GAL-558-4667-H29-NPC01,86703,eucalipto,111_933
565156.5,4673488.5,18.21,13.69,54,PNOA-2024-GAL-565-4674-H29-NPC01,86437,eucalipto,113_934
564594.5,4665580.5,25.48,17.8,169,PNOA-2024-GAL-564-4666-H29-NPC01,86700,eucalipto,112_933
560038.5,4665502.5,14.12,11.53,61,PNOA-2024-GAL-560-4666-H29-NPC01,85223,eucalipto,112_933
551489.5,4678487.5,16.96,11.66,83,PNOA-2024-GAL-551-4679-H29-NPC01,86551,eucalipto,110_935
559747.5,4663775.5,11.16,9.12,34,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
563393.5,4673615.5,21.93,14.86,219,PNOA-2024-GAL-563-4674-H29-NPC01,86504,eucalipto,112_934
559495.5,4664733.5,6.0,5.89,4,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
555288.5,4663605.5,9.65,7.47,33,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
559629.5,4664006.5,17.1,15.05,59,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
565708.5,4667840.5,27.27,19.41,186,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
551991.5,4680148.5,22.53,17.11,95,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
559071.5,4664305.5,21.17,16.87,165,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
555645.5,4679616.5,27.04,19.58,49,PNOA-2024-GAL-555-4680-H29-NPC01,86626,eucalipto,111_935
565535.5,4673583.5,6.64,5.94,20,PNOA-2024-GAL-565-4674-H29-NPC01,86437,eucalipto,113_934
552649.5,4674550.5,39.0,34.18,165,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
559502.5,4664245.5,23.54,19.5,124,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
559665.5,4664168.5,24.23,18.78,119,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
551910.5,4678971.5,26.13,15.35,100,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
550887.5,4676961.5,22.88,18.24,74,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
551869.5,4678829.5,27.26,18.97,65,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
551821.5,4680152.5,17.95,15.74,47,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
559264.5,4665640.5,21.06,17.67,182,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
559182.5,4665612.5,11.83,9.09,19,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
562824.5,4673176.5,13.73,11.76,57,PNOA-2024-GAL-562-4674-H29-NPC01,86504,eucalipto,112_934
559034.5,4664657.5,8.11,6.42,43,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
559102.5,4665738.5,19.63,12.41,186,PNOA-2024-GAL-559-4666-H29-NPC01,86703,eucalipto,111_933
551519.5,4676639.5,35.02,28.85,126,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
552807.5,4674377.5,15.98,12.86,70,PNOA-2024-GAL-552-4675-H29-NPC01,86603,eucalipto,110_934
566964.5,4668660.5,18.37,14.22,63,PNOA-2024-GAL-566-4669-H29-NPC01,86408,eucalipto,113_933
556993.5,4663717.5,6.8,6.07,30,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
557407.5,4663802.5,9.95,7.6,66,PNOA-2024-GAL-557-4664-H29-NPC01,85242,eucalipto,111_932
559574.5,4664121.5,28.94,23.3,46,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
558662.5,4664000.5,13.35,9.55,61,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
565747.5,4667772.5,20.72,18.08,84,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
563534.5,4674061.5,8.19,7.26,14,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
559048.5,4663421.5,16.29,9.78,134,PNOA-2024-GAL-559-4664-H29-NPC01,86405,eucalipto,111_932
549322.5,4680622.5,27.35,24.61,52,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
551901.5,4678997.5,17.8,14.47,74,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
561094.5,4668436.5,19.31,15.36,38,PNOA-2024-GAL-561-4669-H29-NPC01,86540,eucalipto,112_933
551758.5,4680456.5,23.17,18.25,119,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
555020.5,4663689.5,30.93,20.97,159,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
559973.5,4665398.5,13.4,9.66,43,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
567109.5,4669050.5,29.92,26.6,52,PNOA-2024-GAL-567-4670-H29-NPC01,86410,eucalipto,113_933
550937.5,4678390.5,11.76,9.35,67,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
560407.5,4665329.5,18.4,15.05,92,PNOA-2024-GAL-560-4666-H29-NPC01,85223,eucalipto,112_933
563290.5,4673698.5,28.67,21.26,162,PNOA-2024-GAL-563-4674-H29-NPC01,86504,eucalipto,112_934
551993.5,4680723.5,27.9,21.1,85,PNOA-2024-GAL-551-4681-H29-NPC01,86634,eucalipto,110_936
548781.5,4680954.5,30.18,21.74,124,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
555114.5,4663555.5,15.04,10.55,54,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
559279.5,4664121.5,21.36,13.99,361,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
553005.5,4674603.5,11.45,9.4,63,PNOA-2024-GAL-553-4675-H29-NPC01,86603,eucalipto,110_934
567170.5,4669108.5,20.63,15.41,56,PNOA-2024-GAL-567-4670-H29-NPC01,86410,eucalipto,113_933
552136.5,4661890.5,15.08,10.5,77,PNOA-2024-GAL-552-4662-H29-NPC01,85228,eucalipto,110_932
551803.5,4680280.5,17.61,14.31,47,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
549501.5,4680706.5,21.33,16.64,145,PNOA-2024-GAL-549-4681-H29-NPC01,86518,eucalipto,109_936
566960.5,4672187.5,20.8,17.74,137,PNOA-2024-GAL-566-4673-H29-NPC01,86458,eucalipto,113_934
565539.5,4667681.5,43.35,36.44,135,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
559296.5,4663845.5,18.65,10.07,91,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
549771.5,4673849.5,28.37,25.54,127,PNOA-2024-GAL-549-4674-H29-NPC01,86613,eucalipto,109_934
548685.5,4680841.5,27.76,26.93,30,PNOA-2024-GAL-548-4681-H29-NPC01,95546,eucalipto,109_936
565821.5,4671789.5,30.25,21.07,226,PNOA-2024-GAL-565-4672-H29-NPC01,86422,eucalipto,113_934
557574.5,4663888.5,24.26,21.0,41,PNOA-2024-GAL-557-4664-H29-NPC01,85242,eucalipto,111_932
560354.5,4665266.5,27.52,19.88,146,PNOA-2024-GAL-560-4666-H29-NPC01,85223,eucalipto,112_933
558794.5,4665151.5,11.05,8.3,165,PNOA-2024-GAL-558-4666-H29-NPC01,86703,eucalipto,111_933
564882.5,4665743.5,21.53,16.67,88,PNOA-2024-GAL-564-4666-H29-NPC01,86700,eucalipto,112_933
556706.5,4664755.5,9.33,7.23,36,PNOA-2024-GAL-556-4665-H29-NPC01,85243,eucalipto,111_932
552572.5,4677230.5,15.32,10.95,341,PNOA-2024-GAL-552-4678-H29-NPC01,86564,eucalipto,110_935
565863.5,4667983.5,16.54,12.31,92,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
565242.5,4672882.5,17.78,12.69,112,PNOA-2024-GAL-565-4673-H29-NPC01,86438,eucalipto,113_934
551704.5,4678872.5,30.54,22.76,105,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
565786.5,4668082.5,37.06,33.45,45,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
558911.5,4664047.5,19.9,16.36,134,PNOA-2024-GAL-558-4665-H29-NPC01,85223,eucalipto,111_932
566494.5,4671762.5,12.95,11.01,26,PNOA-2024-GAL-566-4672-H29-NPC01,86421,eucalipto,113_934
566616.5,4668578.5,14.87,11.16,78,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
556651.5,4663812.5,19.57,11.21,41,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
556675.5,4663421.5,27.15,14.57,31,PNOA-2024-GAL-556-4664-H29-NPC01,85242,eucalipto,111_932
551697.5,4678853.5,30.22,22.83,85,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
555177.5,4663542.5,24.87,13.88,186,PNOA-2024-GAL-555-4664-H29-NPC01,85242,eucalipto,111_932
550541.5,4678529.5,30.39,23.06,89,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
551454.5,4676282.5,38.93,31.06,202,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
550944.5,4678316.5,12.48,9.25,29,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
565756.5,4667985.5,41.83,34.83,140,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
559672.5,4663941.5,13.72,11.24,71,PNOA-2024-GAL-559-4664-H29-NPC01,85223,eucalipto,111_932
566432.5,4668132.5,28.67,25.75,89,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
551052.5,4676389.5,33.36,24.06,37,PNOA-2024-GAL-551-4677-H29-NPC01,86557,eucalipto,110_935
551772.5,4680060.5,19.37,14.85,178,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
552383.5,4661634.5,7.01,5.94,125,PNOA-2024-GAL-552-4662-H29-NPC01,85228,eucalipto,110_932
559264.5,4665859.5,7.13,6.59,13,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
560347.5,4665432.5,8.71,8.27,13,PNOA-2024-GAL-560-4666-H29-NPC01,85223,eucalipto,112_933
559461.5,4665690.5,15.5,11.06,26,PNOA-2024-GAL-559-4666-H29-NPC01,85238,eucalipto,111_933
551875.5,4678852.5,27.64,18.22,19,PNOA-2024-GAL-551-4679-H29-NPC01,86510,eucalipto,110_935
550339.5,4678308.5,15.37,10.71,134,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
552692.5,4677578.5,30.68,23.11,154,PNOA-2024-GAL-552-4678-H29-NPC01,86564,eucalipto,110_935
550789.5,4678470.5,20.6,15.75,217,PNOA-2024-GAL-550-4679-H29-NPC01,86592,eucalipto,110_935
566903.5,4668481.5,19.33,15.06,52,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
566785.5,4668488.5,20.4,13.96,74,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
550997.5,4677334.5,28.28,20.3,49,PNOA-2024-GAL-550-4678-H29-NPC01,86559,eucalipto,110_935
566504.5,4668165.5,23.61,18.66,41,PNOA-2024-GAL-566-4669-H29-NPC01,85222,eucalipto,113_933
560986.5,4668382.5,25.13,22.11,71,PNOA-2024-GAL-560-4669-H29-NPC01,86540,eucalipto,112_933
563323.5,4674609.5,14.3,10.56,173,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
554854.5,4661890.5,31.84,28.43,78,PNOA-2024-GAL-554-4662-H29-NPC01,86710,eucalipto,110_932
551738.5,4680196.5,17.62,13.75,48,PNOA-2024-GAL-551-4681-H29-NPC01,86510,eucalipto,110_936
553038.5,4679555.5,9.42,7.55,55,PNOA-2024-GAL-553-4680-H29-NPC01,86512,eucalipto,110_935
565670.5,4671939.5,27.56,22.71,77,PNOA-2024-GAL-565-4672-H29-NPC01,86422,eucalipto,113_934
565151.5,4673478.5,15.17,11.38,62,PNOA-2024-GAL-565-4674-H29-NPC01,86437,eucalipto,113_934
566844.5,4668489.5,20.77,16.92,55,PNOA-2024-GAL-566-4669-H29-NPC01,86407,eucalipto,113_933
565086.5,4668290.5,30.15,20.63,76,PNOA-2024-GAL-565-4669-H29-NPC01,85222,eucalipto,113_933
551999.5,4681030.5,17.54,13.38,143,PNOA-2024-GAL-551-4682-H29-NPC01,86634,eucalipto,110_936
563459.5,4674578.5,12.63,9.06,104,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
550810.5,4676739.5,24.56,18.12,66,PNOA-2024-GAL-550-4677-H29-NPC01,86557,eucalipto,110_935
566765.5,4672178.5,13.75,9.69,56,PNOA-2024-GAL-566-4673-H29-NPC01,86458,eucalipto,113_934
567369.5,4669168.5,24.75,18.48,80,PNOA-2024-GAL-567-4670-H29-NPC01,86410,eucalipto,113_933
565782.5,4667654.5,28.02,25.37,43,PNOA-2024-GAL-565-4668-H29-NPC01,85222,eucalipto,113_933
558907.5,4665864.5,20.02,13.79,187,PNOA-2024-GAL-558-4666-H29-NPC01,86703,eucalipto,111_933
564510.5,4665569.5,21.36,15.14,99,PNOA-2024-GAL-564-4666-H29-NPC01,86700,eucalipto,112_933
559741.5,4665268.5,12.95,10.37,41,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
550225.5,4678979.5,35.93,23.61,290,PNOA-2024-GAL-550-4679-H29-NPC01,86640,eucalipto,110_935
559820.5,4665092.5,7.55,6.24,93,PNOA-2024-GAL-559-4666-H29-NPC01,85223,eucalipto,111_933
552130.5,4661716.5,6.93,5.9,14,PNOA-2024-GAL-552-4662-H29-NPC01,85228,eucalipto,110_932
555619.5,4679797.5,35.08,23.86,124,PNOA-2024-GAL-555-4680-H29-NPC01,86626,eucalipto,111_935
563674.5,4674622.5,36.49,28.39,262,PNOA-2024-GAL-563-4675-H29-NPC01,86504,eucalipto,112_934
550351.5,4678908.5,28.22,22.9,103,PNOA-2024-GAL-550-4679-H29-NPC01,86640,eucalipto,110_935
551657.5,4676662.5,28.07,19.86,148,PNOA-2024-GAL-551-4677-H29-NPC01,86562,eucalipto,110_935
564709.5,4665565.5,22.95,14.87,140,PNOA-2024-GAL-564-4666-H29-NPC01,86700,eucalipto,112_933
559276.5,4664248.5,9.61,7.02,141,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
559003.5,4664201.5,17.17,12.95,50,PNOA-2024-GAL-559-4665-H29-NPC01,85223,eucalipto,111_932
561412.5,4668426.5,17.43,14.26,76,PNOA-2024-GAL-561-4669-H29-NPC01,86540,eucalipto,112_933
557715.5,4666099.5,16.47,14.29,66,PNOA-2024-GAL-557-4667-H29-NPC01,85257,eucalipto,111_933
