x,y,bloque,grupo,zona,OBJECTID_12,p_eucalipto,p_frondosa,p_pino
510013.5,4640961.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.8399,0.0346,0.1254
510064.5,4640842.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.6807,0.0507,0.2686
510259.5,4640910.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.5562,0.1368,0.307
510212.5,4640936.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.9507,0.0073,0.042
510253.5,4640934.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.6796,0.0734,0.247
510215.5,4640549.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.9467,0.0219,0.0313
510222.5,4640988.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.9397,0.0265,0.0339
510123.5,4640944.5,PNOA-2024-GAL-510-4641-H29-NPC01,eucalipto,102_928,80300,0.8687,0.0107,0.1206
510774.5,4640949.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,86241,0.1468,0.0952,0.7579
510501.5,4640778.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.5493,0.0913,0.3594
510624.5,4640603.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.1422,0.3061,0.5518
510897.5,4640668.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.5402,0.2753,0.1845
510801.5,4640789.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,86241,0.2083,0.0751,0.7166
510701.5,4640488.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.0308,0.0241,0.945
510652.5,4640437.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.0408,0.0433,0.916
510612.5,4640910.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.1581,0.0321,0.8099
510833.5,4640484.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.0737,0.1564,0.7699
510628.5,4640526.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.0367,0.0335,0.9298
510711.5,4640586.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.1502,0.1921,0.6577
510972.5,4640315.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.3944,0.2531,0.3525
510926.5,4640519.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.0775,0.3022,0.6202
510793.5,4640787.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,86241,0.0761,0.0439,0.88
510644.5,4640549.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.026,0.0235,0.9506
510778.5,4640262.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.0987,0.1798,0.7215
510965.5,4640833.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.1153,0.1297,0.755
510965.5,4640794.5,PNOA-2024-GAL-510-4641-H29-NPC01,pino,102_928,82378,0.1333,0.2076,0.6591
510153.5,4645738.5,PNOA-2024-GAL-510-4646-H29-NPC01,eucalipto,102_929,82214,0.7666,0.1174,0.116
510246.5,4645707.5,PNOA-2024-GAL-510-4646-H29-NPC01,eucalipto,102_929,82214,0.6466,0.2392,0.1142
510687.5,4649831.5,PNOA-2024-GAL-510-4650-H29-NPC01,eucalipto,102_929,82283,0.89,0.0471,0.0629
510980.5,4649952.5,PNOA-2024-GAL-510-4650-H29-NPC01,eucalipto,102_929,82283,0.9354,0.0061,0.0585
510983.5,4649907.5,PNOA-2024-GAL-510-4650-H29-NPC01,eucalipto,102_929,82283,0.9156,0.0343,0.0501
510644.5,4649893.5,PNOA-2024-GAL-510-4650-H29-NPC01,eucalipto,102_929,82283,0.8388,0.0134,0.1478
510635.5,4649776.5,PNOA-2024-GAL-510-4650-H29-NPC01,eucalipto,102_929,82283,0.798,0.045,0.157
510766.5,4649912.5,PNOA-2024-GAL-510-4650-H29-NPC01,eucalipto,102_929,82283,0.9081,0.0547,0.0373
510856.5,4650120.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,82283,0.9121,0.0535,0.0343
510952.5,4650266.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,82283,0.7824,0.0398,0.1779
510993.5,4650120.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,82283,0.509,0.1718,0.3192
510470.5,4650903.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,80277,0.5883,0.1859,0.2258
510736.5,4650120.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,82283,0.9519,0.0181,0.03
510345.5,4650980.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,80277,0.3356,0.3297,0.3347
510349.5,4650957.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,80277,0.57,0.1927,0.2373
510899.5,4650046.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,82283,0.946,0.0097,0.0442
510861.5,4650321.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,82283,0.9678,0.0101,0.0221
510531.5,4650926.5,PNOA-2024-GAL-510-4651-H29-NPC01,eucalipto,102_930,80277,0.5253,0.3526,0.1221
510964.5,4650971.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.1734,0.1085,0.7181
510972.5,4650959.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.0991,0.0963,0.8046
510853.5,4650720.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.1216,0.0462,0.8322
510817.5,4650733.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.067,0.0938,0.8392
510930.5,4650713.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.1047,0.5489,0.3464
510718.5,4650911.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.0225,0.0169,0.9606
510810.5,4650856.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.035,0.1039,0.8611
510944.5,4650734.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.0817,0.02,0.8983
510867.5,4650668.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.1839,0.042,0.7741
510882.5,4650936.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.0558,0.0699,0.8743
510853.5,4650698.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.2027,0.238,0.5593
510951.5,4650675.5,PNOA-2024-GAL-510-4651-H29-NPC01,pino,102_930,86251,0.0588,0.0246,0.9165
510549.5,4651299.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.9288,0.0396,0.0315
510223.5,4651947.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,85211,0.8116,0.1303,0.0581
510882.5,4651126.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8805,0.0194,0.1001
510899.5,4651100.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.9249,0.0231,0.052
510691.5,4651126.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8349,0.0624,0.1027
510174.5,4651130.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8894,0.0573,0.0533
510092.5,4651184.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8844,0.023,0.0926
510395.5,4651263.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8179,0.0827,0.0994
510440.5,4651208.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.94,0.0164,0.0435
510440.5,4651319.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8093,0.072,0.1187
510740.5,4651070.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.987,0.0046,0.0083
510400.5,4651080.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8154,0.1417,0.0429
510341.5,4651799.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,85211,0.7308,0.1813,0.0879
510127.5,4651183.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.6795,0.0893,0.2312
510415.5,4651245.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.9411,0.0238,0.0351
510260.5,4651140.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.1087,0.1318,0.7595
510333.5,4651810.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,85211,0.8584,0.0327,0.1089
510349.5,4651624.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,85211,0.318,0.4138,0.2682
510536.5,4651032.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.6114,0.1201,0.2686
510575.5,4651120.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.7892,0.0598,0.151
510173.5,4651249.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.9057,0.0171,0.0772
510410.5,4651225.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.773,0.1138,0.1132
510470.5,4651316.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,80277,0.8595,0.1036,0.0369
510309.5,4651696.5,PNOA-2024-GAL-510-4652-H29-NPC01,eucalipto,102_930,85211,0.2382,0.0729,0.6889
510988.5,4651974.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.7561,0.0247,0.2192
510943.5,4651247.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.1047,0.0158,0.8795
510873.5,4651217.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.1637,0.0307,0.8056
510775.5,4651270.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.2115,0.2824,0.5061
510807.5,4651056.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.2352,0.0321,0.7327
510916.5,4651263.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.0284,0.0853,0.8863
510980.5,4651181.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.0637,0.0998,0.8365
510843.5,4651796.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.3626,0.1182,0.5192
510727.5,4651244.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.0839,0.065,0.8511
510921.5,4651765.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.1347,0.0608,0.8045
510749.5,4651295.5,PNOA-2024-GAL-510-4652-H29-NPC01,pino,102_930,86251,0.1697,0.0428,0.7875
510330.5,4652186.5,PNOA-2024-GAL-510-4653-H29-NPC01,eucalipto,102_930,85211,0.6801,0.0516,0.2683
510355.5,4652205.5,PNOA-2024-GAL-510-4653-H29-NPC01,eucalipto,102_930,85211,0.7953,0.0695,0.1352
510185.5,4652152.5,PNOA-2024-GAL-510-4653-H29-NPC01,eucalipto,102_930,85211,0.906,0.0187,0.0753
510358.5,4652131.5,PNOA-2024-GAL-510-4653-H29-NPC01,eucalipto,102_930,85211,0.8351,0.0332,0.1316
510994.5,4652091.5,PNOA-2024-GAL-510-4653-H29-NPC01,pino,102_930,86251,0.4386,0.2895,0.2719
510972.5,4652125.5,PNOA-2024-GAL-510-4653-H29-NPC01,pino,102_930,86251,0.2902,0.1718,0.538
510702.5,4652362.5,PNOA-2024-GAL-510-4653-H29-NPC01,pino,102_930,86251,0.7717,0.0404,0.1879
510852.5,4652168.5,PNOA-2024-GAL-510-4653-H29-NPC01,pino,102_930,86251,0.5483,0.1591,0.2925
510819.5,4652254.5,PNOA-2024-GAL-510-4653-H29-NPC01,pino,102_930,86251,0.3748,0.0249,0.6004
510957.5,4652235.5,PNOA-2024-GAL-510-4653-H29-NPC01,pino,102_930,86251,0.1762,0.0787,0.7451
510058.5,4655929.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.873,0.0276,0.0994
510603.5,4655933.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.8371,0.0725,0.0903
510761.5,4655803.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.7313,0.1126,0.156
510380.5,4655810.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.3744,0.1768,0.4488
510266.5,4655909.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.9201,0.014,0.0659
510516.5,4655809.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.8757,0.0407,0.0836
510973.5,4655777.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.8823,0.0561,0.0616
510045.5,4655807.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.6937,0.03,0.2763
510571.5,4655887.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.9191,0.0135,0.0674
510881.5,4655926.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.8327,0.0425,0.1248
510255.5,4655968.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.7059,0.0217,0.2724
510700.5,4655874.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.8977,0.0483,0.054
510114.5,4655958.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.8328,0.0248,0.1424
510687.5,4655858.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.8586,0.0072,0.1342
510292.5,4655840.5,PNOA-2024-GAL-510-4656-H29-NPC01,eucalipto,102_931,82276,0.9515,0.0055,0.043
510407.5,4661371.5,PNOA-2024-GAL-510-4662-H29-NPC01,eucalipto,102_932,82266,0.2856,0.3109,0.4035
510466.5,4699612.5,PNOA-2024-GAL-510-4700-H29-NPC01,frondosa,102_939,87538,0.4149,0.0972,0.4879
510484.5,4699653.5,PNOA-2024-GAL-510-4700-H29-NPC01,frondosa,102_939,87538,0.5427,0.0791,0.3781
511090.5,4640528.5,PNOA-2024-GAL-511-4641-H29-NPC01,pino,102_928,82378,0.4923,0.1342,0.3735
511015.5,4640516.5,PNOA-2024-GAL-511-4641-H29-NPC01,pino,102_928,82378,0.194,0.0274,0.7786
511252.5,4640692.5,PNOA-2024-GAL-511-4641-H29-NPC01,pino,102_928,82378,0.2178,0.1132,0.669
511170.5,4640500.5,PNOA-2024-GAL-511-4641-H29-NPC01,pino,102_928,82378,0.5866,0.1796,0.2338
511016.5,4640286.5,PNOA-2024-GAL-511-4641-H29-NPC01,pino,102_928,82378,0.598,0.2136,0.1885
511116.5,4640490.5,PNOA-2024-GAL-511-4641-H29-NPC01,pino,102_928,82378,0.3784,0.5614,0.0602
511282.5,4640748.5,PNOA-2024-GAL-511-4641-H29-NPC01,pino,102_928,82378,0.1087,0.6332,0.2581
511319.5,4641329.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.6676,0.0309,0.3015
511169.5,4641721.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.11,0.1177,0.7723
511060.5,4641184.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.2233,0.0277,0.749
511237.5,4641140.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.6114,0.0324,0.3562
511200.5,4641988.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.3146,0.4179,0.2675
511233.5,4641144.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.4213,0.0286,0.5501
511058.5,4641371.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82368,0.1291,0.0424,0.8285
511196.5,4641719.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.0923,0.3038,0.6038
511094.5,4641737.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.3715,0.3567,0.2718
511129.5,4641031.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.0355,0.0566,0.9079
511151.5,4641361.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82368,0.2344,0.0731,0.6925
511026.5,4641275.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82368,0.2675,0.0445,0.688
511354.5,4641680.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82378,0.411,0.0903,0.4988
511130.5,4641240.5,PNOA-2024-GAL-511-4642-H29-NPC01,pino,102_928,82368,0.1044,0.1549,0.7407
